token,occurrences,expected_result,is_interesting
pemerintan,2013,,
ponta,2013,,
rosmaya,2013,,
sekretari,2013,,
selese,2013,,
sijuki,2013,,
tsani,2013,,
1match,2012,,
22cm,2012,,
akimoto,2012,,
at-taubah,2012,,
cartagena,2012,,
cirrus,2012,,
dicerca,2012,,
hmt,2012,,
jjf,2012,,
jumain,2012,,
manners,2012,,
memperlama,2012,,
mite,2012,,
registrasinya,2012,,
scallop,2012,,
suhanto,2012,,
adisasmito,2011,,
autp,2011,,
distabilkan,2011,,
eir,2011,,
ifad,2011,,
johnnie,2011,,
mataharinya,2011,,
maui,2011,,
mengguanakan,2011,,
mimoza,2011,,
penigkatan,2011,,
pleuritis,2011,,
princessyahrini,2011,,
tegallalang,2011,,
weathering,2011,,
wirata,2011,,
asai,2010,,
autocillin,2010,,
ayd,2010,,
chiara,2010,,
choliq,2010,,
danendra,2010,,
egan,2010,,
folikulitis,2010,,
globally,2010,,
gowork,2010,,
hartford,2010,,
hermès,2010,,
interleukin,2010,,
internux,2010,,
jems,2010,,
kubuat,2010,,
mengeritik,2010,,
nnc,2010,,
non-tradisional,2010,,
pangkalbalam,2010,,
radiografer,2010,,
rrna,2010,,
sidin,2010,,
stpdn,2010,,
talisa,2010,,
terkam,2010,,
terpintar,2010,,
vimax,2010,,
wisatabdg,2010,,
wiyogo,2010,,
becandaan,2009,,
belangsung,2009,,
figuratif,2009,,
hemiparesis,2009,,
heula,2009,,
lius,2009,,
mampat,2009,,
moramo,2009,,
nla,2009,,
placing,2009,,
rivalry,2009,,
ruhimat,2009,,
sanga-sanga,2009,,
schaefer,2009,,
suer,2009,,
tangguhnya,2009,,
truong,2009,,
valproat,2009,,
yuchen,2009,,
aduriz,2008,,
amex,2008,,
asera,2008,,
bangkunya,2008,,
bende,2008,,
breket,2008,,
briliant,2008,,
didiemin,2008,,
dmb,2008,,
domas,2008,,
dragonfly,2008,,
gamespot,2008,,
grafting,2008,,
indradi,2008,,
kampuh,2008,,
memblogin,2008,,
membut,2008,,
mowen,2008,,
murib,2008,,
nbs,2008,,
posbali,2008,,
radjasa,2008,,
rasulnya,2008,,
sarma,2008,,
seremonia,2008,,
siprianus,2008,,
smaw,2008,,
sok-sokan,2008,,
trainor,2008,,
tudor,2008,,
bayikehamilan,2007,,
dikerucutkan,2007,,
freaks,2007,,
gerobaknya,2007,,
giriwoyo,2007,,
hanoatubun,2007,,
honorable,2007,,
interventions,2007,,
nenekku,2007,,
neuroblastoma,2007,,
perbincangkan,2007,,
triarko,2007,,
trisep,2007,,
valorant,2007,,
voi,2007,,
addon,2006,,
architectaria,2006,,
cephalosporin,2006,,
dekai,2006,,
fatonah,2006,,
harsoyo,2006,,
leakage,2006,,
menafsirkannya,2006,,
menggorengnya,2006,,
mongoloid,2006,,
perusaan,2006,,
philharmonic,2006,,
rayya,2006,,
rissa,2006,,
scnk,2006,,
stacey,2006,,
yugioh,2006,,
allstar,2005,,
alun2,2005,,
cangkrukan,2005,,
incenerator,2005,,
jengki,2005,,
jolor,2005,,
kendil,2005,,
menakhodai,2005,,
merintah,2005,,
mudal,2005,,
pengabuan,2005,,
sabarudin,2005,,
tanyakanlah,2005,,
tdc,2005,,
σx,2005,,
agussalim,2004,,
carmelita,2004,,
elgrand,2004,,
femoris,2004,,
gkn,2004,,
gpriority,2004,,
indonesiaberita,2004,,
inlander,2004,,
kangsaputra,2004,,
lipida,2004,,
makemac,2004,,
mapos,2004,,
melanox,2004,,
mone,2004,,
mzbro,2004,,
olaraga,2004,,
pabrikannya,2004,,
peruntunganmu,2004,,
pratunam,2004,,
problem-solving,2004,,
reverb,2004,,
sangadji,2004,,
soewarno,2004,,
sorento,2004,,
subkelas,2004,,
tbt,2004,,
tondi,2004,,
unagi,2004,,
upy,2004,,
zafna,2004,,
6v,2003,,
acnya,2003,,
announcer,2003,,
bookclubs,2003,,
dibadan,2003,,
elektra,2003,,
foody,2003,,
gait,2003,,
garuk-garuk,2003,,
gkii,2003,,
gws,2003,,
ilovekaskuss,2003,,
izzy,2003,,
kila,2003,,
krishinda,2003,,
kubunya,2003,,
kwalitasnya,2003,,
kyocera,2003,,
lust,2003,,
on-the-go,2003,,
padli,2003,,
pembelajran,2003,,
perhargaan,2003,,
ponce,2003,,
projie,2003,,
rahasia-rahasia,2003,,
rink,2003,,
self-regulated,2003,,
sexuality,2003,,
shelton,2003,,
terbaiknews,2003,,
tjahaya,2003,,
azmy,2002,,
bangunsari,2002,,
darkest,2002,,
eksklusifnya,2002,,
electrik,2002,,
fractal,2002,,
fujiwara,2002,,
hehehehehehe,2002,,
hoshino,2002,,
kasbani,2002,,
kasus2,2002,,
kesono,2002,,
lavanya,2002,,
lluis,2002,,
lohhh,2002,,
masan,2002,,
mengalihkannya,2002,,
metalhead,2002,,
pattani,2002,,
peranap,2002,,
raleigh,2002,,
santiko,2002,,
sinuraya,2002,,
vien,2002,,
alisha,2001,,
arbitrasi,2001,,
bennacer,2001,,
ehmm,2001,,
hawaiian,2001,,
jaehyun,2001,,
kanreg,2001,,
karbohidratnya,2001,,
kelurusan,2001,,
lampir,2001,,
mellya,2001,,
mengasikkan,2001,,
menghayal,2001,,
mitsu,2001,,
na’vi,2001,,
nul,2001,,
on-board,2001,,
perlancar,2001,,
raudhah,2001,,
rohaya,2001,,
rontoknya,2001,,
seeks,2001,,
tekanlah,2001,,
wergu,2001,,
2010microsoft,2000,,
ambani,2000,,
busines,2000,,
fragmen-fragmen,2000,,
führer,2000,,
gobang,2000,,
hairstyle,2000,,
kristiadi,2000,,
listiyani,2000,,
marhaendra,2000,,
meminimasi,2000,,
nemplok,2000,,
nge-date,2000,,
ngeshare,2000,,
ngl,2000,,
phang,2000,,
pulbaket,2000,,
scarborough,2000,,
selot,2000,,
semang,2000,,
sh150i,2000,,
ulubelu,2000,,
ventolin,2000,,
archaea,1999,,
cancelling,1999,,
cipika,1999,,
citepus,1999,,
cocolatte,1999,,
elektronnya,1999,,
gajahmungkur,1999,,
ginandjar,1999,,
keating,1999,,
louisville,1999,,
membangunkannya,1999,,
parasamya,1999,,
patience,1999,,
perapat,1999,,
perpamsi,1999,,
prairie,1999,,
priming,1999,,
ruskye,1999,,
topinya,1999,,
amphetamine,1998,,
bittrex,1998,,
buay,1998,,
creatinin,1998,,
espass,1998,,
faul,1998,,
finepix,1998,,
gories,1998,,
hacer,1998,,
katu,1998,,
krustasea,1998,,
maladi,1998,,
menantimu,1998,,
multiartha,1998,,
net1,1998,,
paramex,1998,,
paria,1998,,
rcd,1998,,
siang2,1998,,
tamban,1998,,
wallahualam,1998,,
800x533,1997,,
abna,1997,,
afriadi,1997,,
allview,1997,,
ampu,1997,,
arends,1997,,
cacaban,1997,,
cct,1997,,
epicenter,1997,,
geocities,1997,,
indonesiakaya,1997,,
konkritnya,1997,,
konsesinya,1997,,
kontra-terorisme,1997,,
mattanews,1997,,
mengembangbiakkan,1997,,
milennial,1997,,
miyuki,1997,,
nyleneh,1997,,
ogawa,1997,,
pensinyalan,1997,,
sdng,1997,,
sebo,1997,,
seisinya,1997,,
silvano,1997,,
tamping,1997,,
warehousing,1997,,
yayoi,1997,,
asinya,1996,,
bersenpi,1996,,
bertepi,1996,,
bewara,1996,,
earpiece,1996,,
hiramsyah,1996,,
kecurian,1996,,
kenyam,1996,,
liando,1996,,
microblogging,1996,,
mirit,1996,,
nongki,1996,,
shela,1996,,
sinduadi,1996,,
todak,1996,,
vos,1996,,
zuck,1996,,
bambam,1995,,
brendon,1995,,
consultan,1995,,
hapoel,1995,,
kanthi,1995,,
kutorejo,1995,,
laferrari,1995,,
lajnah,1995,,
macbeth,1995,,
majang,1995,,
mastiin,1995,,
meike,1995,,
mif,1995,,
monchi,1995,,
narwan,1995,,
packets,1995,,
saerang,1995,,
sphincter,1995,,
amine,1994,,
antaranggota,1994,,
antreannya,1994,,
clothingstyle-d1,1994,,
dhamantra,1994,,
djailani,1994,,
enjiniring,1994,,
gangan,1994,,
gengsinya,1994,,
josip,1994,,
knitted,1994,,
madoka,1994,,
mingu,1994,,
moci,1994,,
mpeg-4,1994,,
nassau,1994,,
sanget,1994,,
takut-takut,1994,,
unpacked,1994,,
warjag,1994,,
winangun,1994,,
40m,1993,,
aisya,1993,,
appendisitis,1993,,
as-cina,1993,,
bbm-nya,1993,,
dedhy,1993,,
demonstrate,1993,,
dharsono,1993,,
displaying,1993,,
indoneia,1993,,
juniper,1993,,
kalibagor,1993,,
kalim,1993,,
kombecks,1993,,
maddah,1993,,
nyet,1993,,
obed,1993,,
pegelaran,1993,,
ridwankamil,1993,,
seputarbandungraya,1993,,
sistein,1993,,
sng,1993,,
sukotjo,1993,,
vijaya,1993,,
wismilak,1993,,
yudith,1993,,
anca,1992,,
bashori,1992,,
bye-bye,1992,,
dowload,1992,,
edges,1992,,
gazidis,1992,,
gratia,1992,,
harja,1992,,
hereditary,1992,,
jakart,1992,,
karima,1992,,
katamsi,1992,,
kawinan,1992,,
kemesraannya,1992,,
ketelan,1992,,
komunike,1992,,
labial,1992,,
literate,1992,,
memodulasi,1992,,
memperbandingkan,1992,,
pulmonologi,1992,,
quezon,1992,,
rahib,1992,,
rp86,1992,,
sandblast,1992,,
sayange,1992,,
simanjutak,1992,,
sma-nya,1992,,
t7,1992,,
terpergok,1992,,
tiruchirappalli,1992,,
tofan,1992,,
xsr155,1992,,
zdnet,1992,,
aeromonas,1991,,
ande,1991,,
baobab,1991,,
chalik,1991,,
gladak,1991,,
habisan,1991,,
installing,1991,,
mantan-mantan,1991,,
matano,1991,,
menciutkan,1991,,
menghampar,1991,,
menhir,1991,,
micro-sim,1991,,
mutiah,1991,,
organza,1991,,
p3d,1991,,
pencegat,1991,,
pocky,1991,,
portions,1991,,
priligy,1991,,
seq,1991,,
sindirnya,1991,,
tertawa-tawa,1991,,
tertibnya,1991,,
7f,1990,,
aspiration,1990,,
balb,1990,,
comiket,1990,,
fcbarcelona,1990,,
jennings,1990,,
learns,1990,,
linggar,1990,,
maría,1990,,
meadow,1990,,
pabung,1990,,
parfait,1990,,
pro-rusia,1990,,
sah2,1990,,
stg,1990,,
streptomyces,1990,,
takmiliyah,1990,,
vaselin,1990,,
abner,1989,,
alergik,1989,,
anies-sandiaga,1989,,
butar-butar,1989,,
comma,1989,,
conquest,1989,,
gotho,1989,,
itami,1989,,
kecamata,1989,,
kowi,1989,,
lemigas,1989,,
mempostingnya,1989,,
menginternalisasi,1989,,
nurwan,1989,,
oraganisasi,1989,,
perlambat,1989,,
rezer,1989,,
tsu,1989,,
tteokbokki,1989,,
waluh,1989,,
10-minute,1988,,
biasany,1988,,
feedme,1988,,
fujiko,1988,,
headlinebogor,1988,,
kesesi,1988,,
maharashtra,1988,,
ortodontik,1988,,
permaslahan,1988,,
purboyo,1988,,
putera-puteri,1988,,
rector,1988,,
rodríguez,1988,,
saniter,1988,,
tequila,1988,,
toedjoe,1988,,
voyagers,1988,,
ajung,1987,,
bibitbunga,1987,,
cafenya,1987,,
caller,1987,,
cimacan,1987,,
diket,1987,,
ipot,1987,,
jdk,1987,,
kamelus,1987,,
kertha,1987,,
m21,1987,,
melina,1987,,
muaragembong,1987,,
on-ear,1987,,
punuk,1987,,
rendezvous,1987,,
semesternya,1987,,
sesaria,1987,,
updater,1987,,
alternating,1986,,
bacukiki,1986,,
chairani,1986,,
deryfg,1986,,
direngkuh,1986,,
gradle,1986,,
interpretatif,1986,,
kpopchart,1986,,
kumplit,1986,,
kusamba,1986,,
manifestasinya,1986,,
mblusuk,1986,,
njelimet,1986,,
pengkreditan,1986,,
purchased,1986,,
rebab,1986,,
startshareposition,1986,,
storing,1986,,
tendinitis,1986,,
tv-nya,1986,,
tyloo,1986,,
varanus,1986,,
wpc,1986,,
zaiful,1986,,
acetobacter,1985,,
balawan,1985,,
baseband,1985,,
bau-bauan,1985,,
cupi,1985,,
dnk,1985,,
lietuvių,1985,,
loic,1985,,
mengonsolidasikan,1985,,
noviar,1985,,
punpun48,1985,,
queri,1985,,
reja,1985,,
tumpatan,1985,,
vandaria,1985,,
wadimor,1985,,
welt,1985,,
bnbr,1984,,
broly,1984,,
bruggman,1984,,
digeneralisasikan,1984,,
gobak,1984,,
hipersensitifitas,1984,,
imola,1984,,
kramatwatu,1984,,
lifecycle,1984,,
panton,1984,,
pengmas,1984,,
rusus,1984,,
sunaryadi,1984,,
tukiman,1984,,
agence,1983,,
agg,1983,,
aswandi,1983,,
bambi,1983,,
bba,1983,,
berdokumen,1983,,
dano,1983,,
dikursi,1983,,
disappointed,1983,,
empek-empek,1983,,
flirting,1983,,
fluoresensi,1983,,
gau,1983,,
habislah,1983,,
jho,1983,,
k-popers,1983,,
kaiju,1983,,
khaeron,1983,,
l6,1983,,
marora,1983,,
menyangkalnya,1983,,
millah,1983,,
nolongin,1983,,
oditur,1983,,
penyangganya,1983,,
pilres,1983,,
qahhar,1983,,
sadi,1983,,
snell,1983,,
trumpet,1983,,
voltaire,1983,,
yangdilakukan,1983,,
b-5,1982,,
baskin,1982,,
btb,1982,,
critique,1982,,
dermatolog,1982,,
dilatihnya,1982,,
dompetmu,1982,,
lauderdale,1982,,
luapkan,1982,,
masyarakatlah,1982,,
menfokuskan,1982,,
molde,1982,,
pendusta,1982,,
pertama2,1982,,
poleng,1982,,
taffware,1982,,
tahitian,1982,,
temen-temennya,1982,,
terbangi,1982,,
timberwolves,1982,,
wagubkaltim,1982,,
berguncang,1981,,
caleg-caleg,1981,,
debunya,1981,,
eromoko,1981,,
flagig,1981,,
gedongan,1981,,
kolaborasikan,1981,,
pencalegan,1981,,
pundit,1981,,
rakorwil,1981,,
rembele,1981,,
rp102,1981,,
seedling,1981,,
selengkapnyatanya,1981,,
silvy,1981,,
suah,1981,,
tagore,1981,,
terolah,1981,,
tggl,1981,,
vna,1981,,
walks,1981,,
dualitas,1980,,
forerunner,1980,,
funnel,1980,,
hiduppemerintahanpendidikanperumahanpolitik,1980,,
honai,1980,,
jhb,1980,,
kasak-kusuk,1980,,
meisterstadt,1980,,
melacaknya,1980,,
menengahnya,1980,,
mengkafirkan,1980,,
pasewang,1980,,
pemajanan,1980,,
pemogan,1980,,
rhinestone,1980,,
sigodang,1980,,
steamboat,1980,,
w32,1980,,
50s,1979,,
alwin,1979,,
balsa,1979,,
barnard,1979,,
bronkiolitis,1979,,
compang-camping,1979,,
daratkan,1979,,
derik,1979,,
dwipangga,1979,,
fokusjambi,1979,,
humaira,1979,,
itayama,1979,,
mingguatau,1979,,
nonius,1979,,
pangkoopsau,1979,,
rhb,1979,,
saddiq,1979,,
saronggi,1979,,
sarulla,1979,,
solute,1979,,
sruweng,1979,,
sulutnews,1979,,
wari,1979,,
al-bukhari,1978,,
dicobakan,1978,,
epidermidis,1978,,
grazia,1978,,
indrayani,1978,,
ketir,1978,,
kuliah-sabtu-minggu,1978,,
labrador,1978,,
minzy,1978,,
perobahan,1978,,
phh,1978,,
satoto,1978,,
subkategori,1978,,
ternodai,1978,,
thian,1978,,
wahidi,1978,,
anka,1977,,
belek,1977,,
cnp,1977,,
corynebacterium,1977,,
crunchyroll,1977,,
datalist,1977,,
dimanfaatkannya,1977,,
emoney,1977,,
gere,1977,,
inforiau,1977,,
kategorik,1977,,
kompleksitasnya,1977,,
madan,1977,,
opv,1977,,
orek,1977,,
ortho,1977,,
partey,1977,,
pelikan,1977,,
perhitungan-perhitungan,1977,,
retrospective,1977,,
setiati,1977,,
setyobudi,1977,,
sisi-nya,1977,,
sulfide,1977,,
tegaldlimo,1977,,
teknolgi,1977,,
tempurejo,1977,,
zahrul,1977,,
aikido,1976,,
alkuna,1976,,
anggaranya,1976,,
cae,1976,,
chihuahua,1976,,
darahgejala,1976,,
f½f,1976,,
onrust,1976,,
pemecatannya,1976,,
perseteruannya,1976,,
pterygium,1976,,
pussy,1976,,
r32,1976,,
trombolitik,1976,,
zhan,1976,,
zucchini,1976,,
bintal,1975,,
botnet,1975,,
diberinya,1975,,
dwiyono,1975,,
hipersekresi,1975,,
iespl,1975,,
irmawati,1975,,
kateman,1975,,
leaked,1975,,
menggunakanya,1975,,
molineux,1975,,
muk,1975,,
munandi,1975,,
parestesia,1975,,
ppkbd,1975,,
rusdiansyah,1975,,
shanghaiist,1975,,
watkins,1975,,
wirakarya,1975,,
wuah,1975,,
batc,1974,,
dilabrak,1974,,
dioptri,1974,,
drunk,1974,,
endotrakeal,1974,,
globalplanet,1974,,
greed,1974,,
imunosupresi,1974,,
interconnection,1974,,
jalan-jalannya,1974,,
kefasihan,1974,,
mt4,1974,,
natalan,1974,,
nationale,1974,,
nodai,1974,,
penjajagan,1974,,
possibilities,1974,,
resepi,1974,,
sandstone,1974,,
smv,1974,,
teratogenik,1974,,
vallejo,1974,,
yougov,1974,,
250fi,1973,,
articledaftar,1973,,
asyura,1973,,
besttangsel,1973,,
bulakamba,1973,,
ciampel,1973,,
cvc,1973,,
ditariknya,1973,,
efrat,1973,,
entropy,1973,,
flowmeter,1973,,
hcn,1973,,
ignored,1973,,
inuk,1973,,
kritikannya,1973,,
longsornya,1973,,
mentorship,1973,,
missi,1973,,
pemecutan,1973,,
pintaria,1973,,
rekristalisasi,1973,,
robb,1973,,
sedingin,1973,,
sluke,1973,,
sylvi,1973,,
wakasat,1973,,
35cm,1972,,
biting,1972,,
communist,1972,,
dou,1972,,
dugaan-dugaan,1972,,
eksperiment,1972,,
funeral,1972,,
gboard,1972,,
gwangju,1972,,
here’s,1972,,
idolm,1972,,
kesepatan,1972,,
kodansha,1972,,
labolatorium,1972,,
mewawancarainya,1972,,
naïve,1972,,
pancong,1972,,
perjan,1972,,
pinc,1972,,
pttep,1972,,
putria,1972,,
refundable,1972,,
senderan,1972,,
sesa,1972,,
sontek,1972,,
spermatophyta,1972,,
stadiun,1972,,
stupor,1972,,
talisayan,1972,,
thrombus,1972,,
tro,1972,,
velar,1972,,
diantarannya,1971,,
formula1,1971,,
gakuen,1971,,
gya,1971,,
halawa,1971,,
imunodefisiensi,1971,,
insentifnya,1971,,
kaoru,1971,,
kepualauan,1971,,
lontoh,1971,,
mammiri,1971,,
menantikannya,1971,,
saori,1971,,
scraping,1971,,
sloane,1971,,
vulture,1971,,
walkout,1971,,
winbox,1971,,
wp-admin,1971,,
100cc,1970,,
adjusment,1970,,
ceriwis,1970,,
cloud9,1970,,
diakhirinya,1970,,
expansi,1970,,
freehand,1970,,
kaye,1970,,
kotanopan,1970,,
kuiz,1970,,
leprae,1970,,
lobulus,1970,,
makbul,1970,,
marbel,1970,,
mariposa,1970,,
mawandhion,1970,,
nibras,1970,,
pemufakatan,1970,,
phytagoras,1970,,
plawad,1970,,
rakun,1970,,
senorita,1970,,
sesek,1970,,
telponnya,1970,,
upgraded,1970,,
wss,1970,,
1set,1969,,
abrik,1969,,
aora,1969,,
brhasil,1969,,
diekspansi,1969,,
dunham,1969,,
erangel,1969,,
fatmala,1969,,
garum,1969,,
grains,1969,,
gresnews,1969,,
jokowi-ma,1969,,
pmdg,1969,,
sipon,1969,,
statista,1969,,
sumbawanews,1969,,
wvi,1969,,
agarwal,1968,,
anybody,1968,,
bakteriologis,1968,,
faturahman,1968,,
gylfi,1968,,
lavabra,1968,,
malak,1968,,
meingkatkan,1968,,
melatihkan,1968,,
nair,1968,,
ngalamers,1968,,
ngmg,1968,,
nofitra,1968,,
obes,1968,,
ormasi,1968,,
polmark,1968,,
redundant,1968,,
ritualnya,1968,,
sarifudin,1968,,
scylla,1968,,
sulistyawan,1968,,
sweetener,1968,,
thiam,1968,,
vbulletin,1968,,
affirmative,1967,,
alphonse,1967,,
angkatannya,1967,,
askeskin,1967,,
balitribune,1967,,
cau,1967,,
eksaminasi,1967,,
erlang,1967,,
inai,1967,,
jatra,1967,,
jauhilah,1967,,
jemaahnya,1967,,
mengadministrasikan,1967,,
pademi,1967,,
pelayanan-pelayanan,1967,,
picked,1967,,
pongok,1967,,
putusan-putusan,1967,,
slt,1967,,
taulah,1967,,
tofi,1967,,
tribuntimur,1967,,
81234go,1966,,
90’s,1966,,
besemah,1966,,
dibelahan,1966,,
djvu,1966,,
fakhrur,1966,,
goenadi,1966,,
handa,1966,,
houghton,1966,,
insyaa,1966,,
jamhari,1966,,
mantang,1966,,
memungkinkanmu,1966,,
menak,1966,,
muawanah,1966,,
pandowo,1966,,
peliknya,1966,,
pengiklanan,1966,,
pianika,1966,,
sapari,1966,,
sidarta,1966,,
zenpower,1966,,
aitu,1965,,
brandy,1965,,
chiko,1965,,
cultura,1965,,
dca,1965,,
fluoxetine,1965,,
g310r,1965,,
grades,1965,,
gritte,1965,,
ikpm,1965,,
industrialis,1965,,
initially,1965,,
kuryana,1965,,
mnggunakan,1965,,
perobatan,1965,,
popoknya,1965,,
sakurai,1965,,
sintering,1965,,
steakhouse,1965,,
suksma,1965,,
tahayul,1965,,
tokoone,1965,,
verdict,1965,,
ѕеbаgаі,1965,,
2rpp,1964,,
antangin,1964,,
bautnya,1964,,
beanie,1964,,
bernavigasi,1964,,
boster,1964,,
currentcontrolset,1964,,
dibuktikannya,1964,,
dirambah,1964,,
foraminifera,1964,,
forty,1964,,
gemala,1964,,
halaqoh,1964,,
jenuhnya,1964,,
kesos,1964,,
mediapelangi,1964,,
mempersalahkan,1964,,
neti,1964,,
opie,1964,,
pengkayaan,1964,,
propilen,1964,,
rivano,1964,,
sertaan,1964,,
sodara2,1964,,
sudradjat,1964,,
teppanyaki,1964,,
timu,1964,,
tionghua,1964,,
vernakular,1964,,
asvi,1963,,
beroktan,1963,,
buayan,1963,,
bwah,1963,,
ecoton,1963,,
fibo,1963,,
freesync,1963,,
gawainya,1963,,
guards,1963,,
harith,1963,,
ivp,1963,,
juanita,1963,,
kooperasi,1963,,
ktp-elektronik,1963,,
kusni,1963,,
likuditas,1963,,
ongole,1963,,
ploting,1963,,
pomegranate,1963,,
shipper,1963,,
spoof,1963,,
amur,1962,,
ayako,1962,,
ecchi,1962,,
experia,1962,,
formulated,1962,,
jaf,1962,,
jamkesnews,1962,,
kajur,1962,,
katarsis,1962,,
kepanitian,1962,,
lvmh,1962,,
manih,1962,,
nagatomo,1962,,
note9,1962,,
nuriman,1962,,
overlord,1962,,
pengendap,1962,,
pere,1962,,
rangakaian,1962,,
sebasea,1962,,
